author_name,comment,date,like_counts,reply_count,vidid
Daya Abbi,Bhai me 9th class me padtha hu mere pass ek story time of my love story,2021-04-04T16:42:56Z,0,0,NFlpZL7_rNo
ꜱᴀғᴇᴇᴋ ɪꜱʟᴀᴍ,I&#39;d 21165174,2021-04-04T16:42:45Z,1,0,NFlpZL7_rNo
Savashi Solanki,Good morning,2021-04-04T16:42:28Z,1,0,NFlpZL7_rNo
Beast99 FF,Thank you for 660 subscribers❤️❤️❤️<br /><br />Abb 680 karwado guys<br /><br />Love you all for supporting❤️❤️,2021-04-04T16:40:36Z,2,0,NFlpZL7_rNo
Beast99 FF,Thank you for 660 subscribers❤️❤️❤️<br /><br />Abb 680 karwado guys<br /><br />Love you all for supporting❤️❤️,2021-04-04T16:40:30Z,1,0,NFlpZL7_rNo
Rk Kin,Oppp fan Hu apka,2021-04-04T16:34:50Z,0,0,NFlpZL7_rNo
azmatullah ansari,Please sir ek bar mere shat game khela legiye please😭😭😭🙏🙏🙏1967601233,2021-04-04T16:32:43Z,0,0,NFlpZL7_rNo
Saurabh singh,Hello ajju bhai,2021-04-04T16:31:55Z,1,0,NFlpZL7_rNo
binu vasudevan,Cuomo jelly,2021-04-04T16:31:45Z,0,0,NFlpZL7_rNo
Chirag VIG,I am your big fan,2021-04-04T16:31:44Z,0,0,NFlpZL7_rNo
Santosh Kangankar,कल 9 से 10 बजे तक खाल्लेगे प्लीज भाई,2021-04-04T16:31:17Z,0,0,NFlpZL7_rNo
azmatullah ansari,Please Ajju bhai mere sath ek bar gameplay kar lijiye please 🙏🙏🙏😭😭😭🙄1967601233,2021-04-04T16:31:14Z,0,0,NFlpZL7_rNo
Santosh Kangankar,कल 9 बजे शुभह खाल्लेगे प्लीज,2021-04-04T16:29:03Z,0,0,NFlpZL7_rNo
Anil Maurya,Ultra boot,2021-04-04T16:28:54Z,0,0,NFlpZL7_rNo
Anil Maurya,Aim boot,2021-04-04T16:28:23Z,0,0,NFlpZL7_rNo
Baap Ji Gaming,Thanks to all<br />Please 10 Subscriber Kara do,2021-04-04T16:27:28Z,0,0,NFlpZL7_rNo
Ritu Kawar,Hii aju Bahi good night 👍👍👍👍,2021-04-04T16:26:35Z,0,0,NFlpZL7_rNo
Swami Bavla,2664098882,2021-04-04T16:25:34Z,0,0,NFlpZL7_rNo
Roman reigns lover,Ajju bhai dum hai to mere sath one y one karke dekho,2021-04-04T16:25:01Z,0,0,NFlpZL7_rNo
Swayam Deshmukh,i love rcb bhai,2021-04-04T16:24:30Z,0,0,NFlpZL7_rNo
Baap Ji Gaming,Thanks to all<br />Please 10sub Kara do,2021-04-04T16:24:21Z,0,0,NFlpZL7_rNo
Baap Ji Gaming,10 Subscriber Kara Do,2021-04-04T16:23:38Z,0,0,NFlpZL7_rNo
HP Gaming,Ajjubhai piru,2021-04-04T16:22:41Z,0,0,NFlpZL7_rNo
Santosh Kangankar,बाई मेरा नाम proking12 हे मेरी रिक्वेस्ट ऐक्सेप्ट करो प्लीज 😉,2021-04-04T16:22:35Z,0,0,NFlpZL7_rNo
HP Gaming,Ajjubhai bohot ar,2021-04-04T16:22:28Z,0,0,NFlpZL7_rNo
HP Gaming,Ajjubhai Op kehte,2021-04-04T16:22:19Z,0,0,NFlpZL7_rNo
HP Gaming,OP Ajjubhai,2021-04-04T16:22:04Z,0,0,NFlpZL7_rNo
HP Gaming,Op bhi,2021-04-04T16:21:55Z,0,0,NFlpZL7_rNo
HP Gaming,Ajjubhai. The Pro,2021-04-04T16:21:43Z,0,0,NFlpZL7_rNo
MD shourov 2R,Hi I&#39;m Bangladesh,2021-04-04T16:21:13Z,1,0,NFlpZL7_rNo
TECHNO GAMING,Mumbai will win,2021-04-04T16:21:06Z,0,0,NFlpZL7_rNo
Harpreet Singh,Good night sir,2021-04-04T16:21:02Z,0,0,NFlpZL7_rNo
laxman bam,Ajjuuuuuu bhai love from nepal,2021-04-04T16:19:54Z,0,0,NFlpZL7_rNo
Ramchandra Podh,Happy Birthday auju bhai❤️❤️,2021-04-04T16:15:54Z,0,0,NFlpZL7_rNo
Kalpana Jaiswal,Ajjubhai kya app mujhe 500 diamonds de sekte ho mere 1id me shyamaMAA123 bhai please please,2021-04-04T16:15:33Z,1,0,NFlpZL7_rNo
Manju Rani,Wtf movmeny,2021-04-04T16:15:21Z,0,0,NFlpZL7_rNo
007 Gaming,Hello give me,2021-04-04T16:14:34Z,1,0,NFlpZL7_rNo
Priam Asia,good mg,2021-04-04T16:14:18Z,0,0,NFlpZL7_rNo
Priam Asia,# 1,2021-04-04T16:13:58Z,0,0,NFlpZL7_rNo
Devil ff,Ajjubhai your pro please give me dj,2021-04-04T16:13:18Z,0,0,NFlpZL7_rNo
Dipak Rathod,Hii,2021-04-04T16:11:23Z,0,0,NFlpZL7_rNo
Maroti Shinde,Aap ki friend list Bhar chuki hai,2021-04-04T16:09:19Z,0,0,NFlpZL7_rNo
bhai lodhi,𝕄𝕖 𝕓𝕙𝕒𝕚 𝕝𝕠𝕘𝕒𝕠,2021-04-04T16:08:57Z,0,0,NFlpZL7_rNo
Maroti Shinde,Request le Lina ajjubhai please please please please please please please please please please,2021-04-04T16:07:52Z,0,0,NFlpZL7_rNo
Danis gamar,Ajju bhai oppe oppe,2021-04-04T16:07:14Z,0,0,NFlpZL7_rNo
Prakash Koli,👌👌👌👌,2021-04-04T16:06:40Z,1,0,NFlpZL7_rNo
Rishi Arjee,150 rupees dhega,2021-04-04T16:05:32Z,0,0,NFlpZL7_rNo
Sunil Armo,Hii,2021-04-04T16:02:49Z,1,0,NFlpZL7_rNo
Ganga Kadam,Hi,2021-04-04T16:02:38Z,1,0,NFlpZL7_rNo
N!NJa GaMERs,Open challenge to ajjubhai 2 v 1 m aajao,2021-04-04T16:01:56Z,0,0,NFlpZL7_rNo
Abdullah Saikh,Hello Bhai please Bhai diamond de do Bhai please,2021-04-04T16:01:29Z,0,0,NFlpZL7_rNo
MANOJ MAJNU,Manoj majnu,2021-04-04T16:00:54Z,0,0,NFlpZL7_rNo
MAFIA gamer,MAFIR gamer op,2021-04-04T16:00:51Z,1,0,NFlpZL7_rNo
MANOJ MAJNU,7205560239,2021-04-04T16:00:47Z,0,0,NFlpZL7_rNo
MANOJ MAJNU,300 dimond dona,2021-04-04T16:00:37Z,0,0,NFlpZL7_rNo
PRAVEEN Praveen,Please 1Vs1 Ajju bhai 94,2021-04-04T16:00:25Z,0,0,NFlpZL7_rNo
MANOJ MAJNU,Mujhe contact karo aur,2021-04-04T16:00:25Z,0,0,NFlpZL7_rNo
MANOJ MAJNU,Bhai please,2021-04-04T16:00:11Z,0,0,NFlpZL7_rNo
MAFIA gamer,op,2021-04-04T16:00:06Z,1,0,NFlpZL7_rNo
PRAVEEN Praveen,Please 1Vs1,2021-04-04T15:59:54Z,0,0,NFlpZL7_rNo
Mashood Raza,DAImand nhi beja,2021-04-04T15:59:33Z,1,0,NFlpZL7_rNo
Deepak Teshwer,Tu chimkandhi ha,2021-04-04T15:58:59Z,0,0,NFlpZL7_rNo
Kyle Clarke,happy birthday ajjubhai,2021-04-04T15:58:37Z,0,0,NFlpZL7_rNo
Maya Saha,Sale noohre me hu backside gamer yani ki Grandga54380 uid-2597356289 aukat hai to mujhe pehele friend bana or uske bad custom khel,2021-04-04T15:57:38Z,0,0,NFlpZL7_rNo
JM gamer,hi hello,2021-04-04T15:56:25Z,0,0,NFlpZL7_rNo
sarala diware,Ajubhai op bhai hammari team es baar jitengi bro❤️,2021-04-04T15:55:40Z,0,0,NFlpZL7_rNo
FF GAMER,Please bhai please bhai,2021-04-04T15:55:27Z,0,0,NFlpZL7_rNo
Final Strike,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=56m52s"">56:52</a> ಈ ಸಲ ಕಪ್ ನಮ್ದೇ 💓💓",2021-04-04T15:55:24Z,1,0,NFlpZL7_rNo
Ansh Mattu,Ajjui bhai challenge b2k 30lak complete ho gayi ge,2021-04-04T15:54:44Z,0,0,NFlpZL7_rNo
Ramchandra Bharti,Plese bro I&#39;m garib plese lal vala emot dado,2021-04-04T15:53:55Z,1,0,NFlpZL7_rNo
Anil Ingale,👽,2021-04-04T15:53:41Z,0,0,NFlpZL7_rNo
Shaban Malik,I am. Your. Bra,2021-04-04T15:53:32Z,0,0,NFlpZL7_rNo
FF GAMER,Hiii ajju bhai mujhe ak bandel gift kar dijiye mera UID no 2715926199 please bhai,2021-04-04T15:53:18Z,0,0,NFlpZL7_rNo
Anil Ingale,☺😊😀😁😂😃😄😅😆😇😈😉😯😐😑😕😠😬😡😢😴😮😣😤😥😦😧😨😩😰😟😱😲😳😵😶😷😞😒😒😍😛😜😝😋😗😙😘😚😎😭😌😖😔😪😏😓😫🙋🙌🙍🙅🙇🙆🙎🙏😺😼😸😹😻😽😿😾🙀🙀🙈🙈🙉🙊💩👶👦💏,2021-04-04T15:53:16Z,0,0,NFlpZL7_rNo
gaming kids yt,No,2021-04-04T15:52:53Z,0,0,NFlpZL7_rNo
Chandan Pandey,"हेलो अज्जू भाई मैं आपका बहुत बड़ा फैन हूं प्लीज मुझे 10,000 डायमंड और कोरोनो कैरेक्टर गिफ्ट में दे दो मेरी आईडी302pp है",2021-04-04T15:51:58Z,0,0,NFlpZL7_rNo
FF GAMER,Hiii,2021-04-04T15:51:21Z,0,0,NFlpZL7_rNo
Kuldeep Singh,Bai mujhe krona share चेरेकटर de do,2021-04-04T15:51:21Z,0,0,NFlpZL7_rNo
Keshab Madkami,Nice video,2021-04-04T15:51:14Z,0,0,NFlpZL7_rNo
Kamal Singh Indoliya,You can play ff game with plug to charging,2021-04-04T15:51:13Z,0,0,NFlpZL7_rNo
Anil Ingale,😊,2021-04-04T15:50:44Z,1,0,NFlpZL7_rNo
Kalam Dadabadi,भाई डीजे अलर्ट गिफ्ट कर दो ना,2021-04-04T15:50:42Z,0,0,NFlpZL7_rNo
Shaban Malik,I. Going. Your. Army,2021-04-04T15:50:24Z,0,0,NFlpZL7_rNo
Parmeswar Minj,Hi Ajju,2021-04-04T15:48:23Z,0,0,NFlpZL7_rNo
Kabir Ahmad,🤩🤩🤩🤩🤩🤩🎙️,2021-04-04T15:47:54Z,0,0,NFlpZL7_rNo
K Gamerz,Daemond de de v i,2021-04-04T15:47:24Z,0,0,NFlpZL7_rNo
Kabir Ahmad,Hi I&#39;m Danish,2021-04-04T15:47:16Z,0,0,NFlpZL7_rNo
Shaban Malik,Your dad1552H. Give. Diamond.,2021-04-04T15:47:06Z,0,0,NFlpZL7_rNo
prafulla kumar mall,Bahi Kay op head short matte ho 😜😊🙂,2021-04-04T15:47:02Z,0,0,NFlpZL7_rNo
prafulla kumar mall,Bahi Kay op head short matte ho 😜😊🙂,2021-04-04T15:46:58Z,0,0,NFlpZL7_rNo
Funniest ever,"ajjubhai94 ak baar ookaat ke baat kar lo (1v1) my id mightyrs, plz bro",2021-04-04T15:46:36Z,0,0,NFlpZL7_rNo
Ganesh Lodhi,Jab aapki pahle video aai thi toh kon sa sijan chal rha tha,2021-04-04T15:44:34Z,0,0,NFlpZL7_rNo
Final Strike,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=1h21m00s"">1:21:00</a>RCB is love 💓lv from ಕರ್ನಾಟಕ. ಅಜ್ಜುಭೈ",2021-04-04T15:43:48Z,1,0,NFlpZL7_rNo
Mr Official,Hello ajjubhai,2021-04-04T15:43:24Z,0,0,NFlpZL7_rNo
Raj bhai ff total gameing,Ajju bhai mere yaar 5000 diamond dal to meri id name Rajbhai#@#@$ please bhai,2021-04-04T15:43:03Z,0,0,NFlpZL7_rNo
Arjun_Gaming,Good morning,2021-04-04T15:43:02Z,0,0,NFlpZL7_rNo
deepak prajapti,😁😂😂😂😂😂😂😂😂😂,2021-04-04T15:42:48Z,0,0,NFlpZL7_rNo
Chitra Shet,IPL cup this year to Ajjubhai only👍🔥,2021-04-04T15:42:18Z,1,0,NFlpZL7_rNo
all about phone,Hii,2021-04-04T15:41:19Z,0,0,NFlpZL7_rNo
RUCK FF,ajjubhai Nepal ki sayok kardo na Aap to 22 milion plz,2021-04-04T15:40:46Z,0,0,NFlpZL7_rNo
SCAR LORD GAMER,Scar lord gamer,2021-04-04T15:40:14Z,1,0,NFlpZL7_rNo
Dinesh singh,Op.ajjubhai,2021-04-04T15:39:26Z,0,0,NFlpZL7_rNo
Asha Jyothi,Op game play,2021-04-04T15:39:12Z,0,0,NFlpZL7_rNo
Maani solanki,No ajjubhai94.,2021-04-04T15:39:06Z,1,0,NFlpZL7_rNo
Aniket Bhardwaj,Id mera dekh lena 1657665507,2021-04-04T15:38:47Z,0,0,NFlpZL7_rNo
Aniket Bhardwaj,1 game please ajju bhai mere sath,2021-04-04T15:38:08Z,0,0,NFlpZL7_rNo
Payes Guleria,😅😅😅😅😅😅😅😍😍😘😍⏰⏰⏰♌♌♌♍♋♈♈♈⏳♍⏳♈💐🔜💐🔜♈♈🔝♈🔝🔜♈🔝♈🔜🔝♈💐♈♉🔝♍🔝🔚♍🔝💎♨🚨💎💍♨🔜♨🚦♨🅿⛽🔝♈🔝♈♈🔝🔜🔝,2021-04-04T15:37:17Z,0,0,NFlpZL7_rNo
sudip sardar,Op op vai,2021-04-04T15:36:47Z,0,0,NFlpZL7_rNo
A_S Gamer free fire,Op,2021-04-04T15:36:28Z,0,0,NFlpZL7_rNo
sahil gaming yt,Love from mavi ❤,2021-04-04T15:36:16Z,0,0,NFlpZL7_rNo
rock gamer,🤟🤟🤟🤟🤟🤟🤟🤟🤟,2021-04-04T15:33:18Z,0,0,NFlpZL7_rNo
Amit Bhai,&quot;Life is short thing&quot;<br />&quot;Girlfriend is nothing everything &quot;<br />Total gaming fans<br />👇👇👇👍👍,2021-04-04T15:32:01Z,3,0,NFlpZL7_rNo
dark vision,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=2h54m00s"">2:54:00</a> 🤣🤣🤣🤣🤣🤣",2021-04-04T15:31:11Z,0,0,NFlpZL7_rNo
Atiq-ur-Rehman Qureshi,good morning 👶,2021-04-04T15:31:00Z,1,0,NFlpZL7_rNo
Bharat Dayma,main aapko UID Deti Hai,2021-04-04T15:31:00Z,0,0,NFlpZL7_rNo
Bharat Dayma,please Mere Sath bhi khelna yaar,2021-04-04T15:30:48Z,0,0,NFlpZL7_rNo
Bharat Dayma,Naam Bharat,2021-04-04T15:30:34Z,0,0,NFlpZL7_rNo
rinku king gaming,Kun se sem natwark se kelte ho,2021-04-04T15:30:28Z,0,0,NFlpZL7_rNo
Bharat Dayma,Ajju Bhai mera comment Jarur padhna,2021-04-04T15:30:23Z,0,0,NFlpZL7_rNo
Bharat Dayma,Ajju bhai meri request uthao,2021-04-04T15:29:51Z,0,0,NFlpZL7_rNo
Kiran Verma,Arjun bhai mere ko pata hoga diamond dedoid3322k vibhulv,2021-04-04T15:28:59Z,0,0,NFlpZL7_rNo
Sangita Kuvadiya,Abe ajjubhai ilaet pass de,2021-04-04T15:27:59Z,1,0,NFlpZL7_rNo
Games of Ali,Aaju bhai dialogue baazi mey control karo jada bhavuk na ho jao.,2021-04-04T15:26:16Z,0,0,NFlpZL7_rNo
Dharamraj Yadav,Tania,2021-04-04T15:25:26Z,0,0,NFlpZL7_rNo
Viral Desai,face reveal kyare karso,2021-04-04T15:24:35Z,0,0,NFlpZL7_rNo
Maharsh rajgor Maharsh rajgor,Bhai mara ko krono da dijia,2021-04-04T15:24:16Z,0,0,NFlpZL7_rNo
Jagdish Choksi,1v1 aajao,2021-04-04T15:19:25Z,0,0,NFlpZL7_rNo
Jagdish Choksi,Ajjubhai bot,2021-04-04T15:18:54Z,0,0,NFlpZL7_rNo
Aaditya Sahu,the fight will be then equel then send me 1000 diamond to buy corono [cr7],2021-04-04T15:18:42Z,1,0,NFlpZL7_rNo
Jagdish Choksi,Worst YouTube channel,2021-04-04T15:18:41Z,0,0,NFlpZL7_rNo
TIK TOK KI MASTI,I&#39;d Pawanbh2751U,2021-04-04T15:18:32Z,0,0,NFlpZL7_rNo
TIK TOK KI MASTI,I&#39;d Pawanbh2751U,2021-04-04T15:18:31Z,0,0,NFlpZL7_rNo
Raj Bora,Hello vi,2021-04-04T15:17:46Z,0,0,NFlpZL7_rNo
Rabin77 Gaming,Hlo vaii,2021-04-04T15:16:48Z,0,0,NFlpZL7_rNo
Sunita devi,Ajju bahi KI id 451012596,2021-04-04T15:16:34Z,1,0,NFlpZL7_rNo
Maani solanki,Op op op op op op op op op op op op op op,2021-04-04T15:15:41Z,1,1,NFlpZL7_rNo
Aaditya Sahu,Amitbhai come to 1 to 1 fight,2021-04-04T15:15:26Z,1,0,NFlpZL7_rNo
SATISH BANSODE,Good night,2021-04-04T15:13:37Z,0,0,NFlpZL7_rNo
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Ajjaa custom me,2021-04-04T15:13:16Z,0,0,NFlpZL7_rNo
Anish Mandal,good morning,2021-04-04T15:12:53Z,0,0,NFlpZL7_rNo
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Tum4me1,2021-04-04T15:12:37Z,0,0,NFlpZL7_rNo
Marjina begum,You&#39;re create very intrceting vadio,2021-04-04T15:12:33Z,0,0,NFlpZL7_rNo
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Dam ha to,2021-04-04T15:12:27Z,0,0,NFlpZL7_rNo
『꧂IÑDIÂÑ꧂ 』 『GAMER』,Bhai custom laga,2021-04-04T15:12:20Z,0,0,NFlpZL7_rNo
Tumpa Mukherjee,Hi,2021-04-04T15:10:51Z,0,0,NFlpZL7_rNo
Sumit Kumar,Bhai aapke instagram pe followers Bdane h kya,2021-04-04T15:08:26Z,0,0,NFlpZL7_rNo
ठाकुर NK,Op video,2021-04-04T15:08:15Z,0,0,NFlpZL7_rNo
Kachan Vays,Ples,2021-04-04T15:07:55Z,0,0,NFlpZL7_rNo
Sampat Bendar,Hi,2021-04-04T15:04:57Z,1,0,NFlpZL7_rNo
Jesal Gaming,best gameplay,2021-04-04T15:04:15Z,0,0,NFlpZL7_rNo
Kachan Vays,Aju Bhai 56620 damomds Id Chiragki52it,2021-04-04T15:04:13Z,1,0,NFlpZL7_rNo
Susmita Limbu,Ajju bhai muga hayato.,2021-04-04T15:02:43Z,0,0,NFlpZL7_rNo
Maani solanki,👌👍👍👍👍👍👍👍👍👍👍👍,2021-04-04T15:01:49Z,1,0,NFlpZL7_rNo
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,i like your game play,2021-04-04T15:01:40Z,0,0,NFlpZL7_rNo
ashish singh ashish singh,Hii ajju bhai,2021-04-04T15:01:18Z,0,0,NFlpZL7_rNo
Susmita Limbu,Doramon0658v,2021-04-04T15:01:16Z,0,0,NFlpZL7_rNo
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,please ajjubahi bate karo na 😘😘😘😘,2021-04-04T15:00:51Z,0,0,NFlpZL7_rNo
sana khan,Hii Mai Mumbai se hu and you ❤️❤️❤️❤️❤️,2021-04-04T15:00:30Z,1,0,NFlpZL7_rNo
sana khan,Mumbai se Kon Kon hai ❤️🔥🔥❤️❤️🔥🔥❤️❤️🔥🔥❤️❤️,2021-04-04T15:00:12Z,1,0,NFlpZL7_rNo
Susmita Limbu,Anju bhai my I&#39;d is doramon,2021-04-04T14:59:41Z,1,0,NFlpZL7_rNo
AKIBUR GAMING,🥰😍😍🥰🥰😍🥰🥰😍💕💕💕💕💕❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2021-04-04T14:58:14Z,0,0,NFlpZL7_rNo
Arjun pawar,Lut gaye song op,2021-04-04T14:56:34Z,1,0,NFlpZL7_rNo
PLEASE SMILE,Op intor,2021-04-04T14:56:30Z,0,0,NFlpZL7_rNo
STAR GAMING,Thumbnail criminal but criminal nothing 😂😂😂🤣,2021-04-04T14:56:01Z,0,0,NFlpZL7_rNo
Ratan bhil,Nice video games,2021-04-04T14:55:58Z,1,0,NFlpZL7_rNo
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,ajjubhai ap apna game ke id bata ho,2021-04-04T14:55:22Z,0,0,NFlpZL7_rNo
Priyansh Sharma,Main tumko just abhi abhi Ek Team invitation bhej raha hun please accept kar lena bro mera pass serif 2 diamond ha,2021-04-04T14:54:09Z,1,0,NFlpZL7_rNo
"Mam , এসে গেছি",Mania ji ka girl friend ka name hai :- OPG cookie 😂,2021-04-04T14:54:05Z,1,0,NFlpZL7_rNo
ŇőŤÝ ĶÍĽĽÉŔ śķ GAMMER,ap new game play ke video bano ga to mara name zaro lana plese my name is faisal 😍😍😍😍😍,2021-04-04T14:53:45Z,1,0,NFlpZL7_rNo
Priyansh Sharma,Mere ko 5000 Diamond de do please main Tumhare so like kar sakta hun mere doston se,2021-04-04T14:52:54Z,2,0,NFlpZL7_rNo
Priyansh Sharma,👏👏👏👏👏😍,2021-04-04T14:52:09Z,2,0,NFlpZL7_rNo
Maani solanki,Op👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2021-04-04T14:51:52Z,2,2,NFlpZL7_rNo
Pardeep Kumar,Hello ajiubhai,2021-04-04T14:51:14Z,1,0,NFlpZL7_rNo
